AUTHOR;COUNTRY;DESCRIPTION;KEYWORDUSED;LANGUAGE;LIKEDAT;LIKES;POSTEDAT;URL
UNIVERSITAS Austria – Berufsverband für Dolmetschen und Übersetzen;;Der seit fast 70 Jahren bestehende Verband UNIVERSITAS Austria vereint Mitglieder, die als ÜbersetzerInnen und DolmetscherInnen tätig sind. Wussten Sie, dass Übersetzen ein freies Gewerbe ist, für dessen Ausübung kein Befähigungsnachweis erforderlich ist? Deshalb achtet UNIVERSITAS Austria darauf, d;Sprachen;German;2022-12-12T09:22:18.956865;4;2022-12-12T06:12:39.443181;https://www.linkedin.com/feed/update/urn:li:activity:7007937568432357376/?actorCompanyId=1176657
Florence Brokowski-Shekete;;📍INSTAGRAM LIVE TALK 📍 🔥SCHWARZWÄLDER & BUTTERKUCHEN🔥 MEIN GAST: BM'in Stefanie Jansen JANSEN, SOZIALBÜRGERMEISTERIN, HEIDELBERG, BADEN-WÜRTTEMBERG IHR ARBEITSCREDO: ""WENN WIR NIEMANDEN FINDEN, DER ZUSTÄNDIG IST, MACHEN WIR ES SELBER!"" Seit 24. Januar 2021 im Amt für die Bereiche SOZIALES;Sprachen;German;2022-12-12T09:22:09.269727;4;2022-12-12T06:12:37.342550;https://www.linkedin.com/feed/update/urn:li:activity:7007945057110511616/?actorCompanyId=1176657
Helene KOLLROSS - IHK Dozent - Mentor - Coach;;Mein Weg als Mutter von Sternenkindern, aus dem Schmerz in die Berufung. Gerstern durfte ich Vanessa Horn * bei mir als Gast begrüßen * wir sprachen über unsere Erfahrung mit Sternenkindern * den Weg durch den Schmerz * in unsere Berufung Mein Aufruf an dieser Stelle * wer hat hilfreiche Informati;Sprachen;German;2022-12-12T09:21:58.989241;3;2022-12-12T07:12:32.430067;https://www.linkedin.com/feed/update/urn:li:activity:7007950281292267520/?actorCompanyId=1176657
Lea Keller;;📚Heute mal ein Post in eigener Sache.. Vor über drei Jahren machte ich eine Reise nach Kolumbien in die Stadt Medellín in der ich auch das berühmt und für seine kriminelle Bandenvergangenheit berüchtigte ""13. Viertel"" (auf Spanisch: Communa 13) besuchte, das heute zu einem Touristen-Hotspot gewor;Sprachen;German;2022-12-12T09:21:45.987550;2;2022-12-12T07:09:27.119176;https://www.linkedin.com/feed/update/urn:li:activity:7007963090893832192/?actorCompanyId=1176657
Felix Schreiber;;#lebenserfahrung vs. #schulsystem. Wer gewinnt? Da ich bisher nur die Grundschulerfahrung habe, kann ich sagen definitiv die Lebenserfahrung. Die Plastiktüte ist mir während einer Fahrt im Boot auf offenem Meer ins Gesicht geflogen. Das Plastikproblem gibt es wirklich ☝ . In der weiterführenden S;Sprachen;German;2022-12-12T09:16:59.853507;19;2022-12-12T07:11:06.730147;https://www.linkedin.com/feed/update/urn:li:activity:7007964909435068416/?actorCompanyId=1176657
Hermann Litau;;𝗪𝗲𝗿𝗱𝗲𝗻 𝗔𝗜 𝗧𝗼𝗼𝗹𝘀 𝗮𝗹𝗹𝗲𝘀 𝗶𝗺 𝗠𝗮𝗿𝗸𝗲𝘁𝗶𝗻𝗴 𝘃𝗲𝗿ä𝗻𝗱𝗲𝗿𝗻? ChatGPT geht aktuell viral, weil es das Potential von AI Tools aufzeigt. Wie können diese Tools aber tatsächlich sinnvoll im Marketing eingesetzt werden? Einfach mal ChatGPT gefragt (""Wie kann GPT-3 im Marketing ein;Sprachen;German;2022-12-12T09:16:40.639290;5;2022-12-12T07:55:54.088568;https://www.linkedin.com/feed/update/urn:li:activity:7007976248974966784/?actorCompanyId=1176657
Beth Carey;;What a way to finish up our Next Gen AI series for 2022! Come and join in the livestream discussion Monday 19th, 1pm PST to hear John Ball and Walid Saba discuss their perspectives on how to achieve natural language understanding. You might think with the successive releases of larger and larger t;#linguistics;English;2022-12-12T09:16:21.418794;4;2022-12-12T04:59:49.375475;https://www.linkedin.com/feed/update/urn:li:activity:7007918912122097664/?actorCompanyId=1176657
Translation Nomads;;Why try to convince you when I can let others do it for me! More kind words from our community Convinced? Head over to our bio to find out more! #community #translator #workfromanywhere #jobsearch;#translator;English;2022-12-12T08:52:00.360746;3;2022-12-12T06:39:25.656992;https://www.linkedin.com/feed/update/urn:li:activity:7007946161869185024/?actorCompanyId=1176657
Lorenzo Meloni;;Huge shout-out to Necrosoft Games for the way they handled this, makes me even prouder to have my name on there! #TranslatorsInTheCredits;#localization;English;2022-12-12T08:44:19.403457;3;2022-12-12T07:16:10.128848;https://www.linkedin.com/feed/update/urn:li:activity:7007966013438717953/?actorCompanyId=1176657
Valentina Mazzeo García;;Thanks a lot for trusting me ☺️;#translationagency;English;2022-12-12T08:36:19.304420;2;2022-12-10T13:45:13.759828;https://www.linkedin.com/feed/update/urn:li:activity:7007336183613550592/?actorCompanyId=1176657
Anja Ludwig;;Die wichtigsten Faktoren im Kampf gegen Cybercrime? Awareness & Mindset 👇🏻 Einer der Megatrends dieser Jahre ist die #Digitalisierung und eine der größten Herausforderungen für die Unternehmen der Logistik und Mobilität ist deshalb #cybersecurity. Darüber sprachen Matthias Berendt von SVG Consul;Sprachen;German;2022-12-12T07:33:01.508325;8;2022-12-11T22:04:25.310256;https://www.linkedin.com/feed/update/urn:li:activity:7007827250158936064/?actorCompanyId=1176657
Discentes;;In this translation of Aeneid 6, Erin Schott (C'24) chronicles the transmigration of souls. ""In the beginning, the inner spirit nourishes the sky, lands, and liquid fields, the shining globe of the moon and Titan’s stars. The mind, melded into the limbs, stirs the whole mass..."" Read the full tran;#translation;English;2022-12-12T07:28:01.324391;2;2022-12-11T16:24:47.672688;https://www.linkedin.com/feed/update/urn:li:activity:7007741872672514048/?actorCompanyId=1176657
Lisa Hazelgrove;;Do We Need a Word for Everything? 🤔🧠🤬🌄📜. #namaste, #mindfulness, #communication, #experiences, #meaning, #language, #unrealreality, #linguistics, #Komorebi Discover Magazine https://lnkd.in/e4_EPCJ;#linguistics;English;2022-12-12T07:27:00.620341;2;2022-12-11T13:26:08.425521;https://www.linkedin.com/feed/update/urn:li:activity:7007696795862450176/?actorCompanyId=1176657
김준한;;Throwing the Hat into the Rift!🪖 The T1 Coaching Squad Lead by the Rift Himself, #Bengi #Tom #Sky #Roach #Localization by #eLOGlobal #esports is a #lifestyle #culture #leagueoflegends;#localization;English;2022-12-12T07:23:33.071435;2;2022-12-11T08:50:05.988427;https://www.linkedin.com/feed/update/urn:li:activity:7007625486398881792/?actorCompanyId=1176657
Antje Bormann;;STEM (science, technology, engineering and math) in German is MINT (Mathematik, Informatik, Naturwissenschaften und Technik) in German, by the way. #translation #linguistics #workwithprofessionals;#linguistics;English;2022-12-12T07:22:00.009550;2;2022-12-11T00:58:34.165960;https://www.linkedin.com/feed/update/urn:li:activity:7007501279111303168/?actorCompanyId=1176657
Kate Bundy, Ph.D.;;Reposting a great list of resources to understand how localization and UX interface with each other ➡️ 💡A lot of people think that #localization stops after translating based on the user's IP location. It's actually much more involved than that. Cultural nuance, usability, and tone must be adapte;#localization;English;2022-12-12T07:20:03.353186;2;2022-12-10T19:04:05.787464;https://www.linkedin.com/feed/update/urn:li:activity:7007419490187530240/?actorCompanyId=1176657
Manuela ZEISE-ANGELONI;;""Die Natur spricht alle Sprachen, außer der Artifiziellen."" ""La nature parle toutes les langues, sauf la langue artificielle."" ""Nature speaks all languages, except the artificial."" #nature #langues #langue #languageservices;Sprachen;English;2022-12-12T07:18:10.864324;2;2022-12-10T14:28:42.099853;https://www.linkedin.com/feed/update/urn:li:activity:7007350253175603200/?actorCompanyId=1176657
Maxim Stepanov;;💚 #UX #Localization: How to Adapt User Experience for International #Users By #Phrase;#localization;English;2022-12-12T07:17:17.883912;2;2022-12-10T14:07:01.660028;https://www.linkedin.com/feed/update/urn:li:activity:7007344685685821440/?actorCompanyId=1176657
Burak Yıldız;;How does poor #translation affect search performance? Find out what Google is saying about the relationship between translation and search in our new article. https://fal.cn/3ujrJ;#translation;English;2022-12-11T22:47:57.404224;24;2022-12-09T21:44:18.365763;https://www.linkedin.com/feed/update/urn:li:activity:7007041183738667008/?actorCompanyId=1176657
Jelena Delibasic;;The fact that I have degrees proving my translation/interpretation abilities isn't something the client cares particularly about. I believe they care if I can solve the problem they have in as little time as possible. Finally, that's the only thing that matters. #translation #abilities #interpretati;#translation;English;2022-12-11T22:47:29.231455;2;2022-12-11T20:58:39.574537;https://www.linkedin.com/feed/update/urn:li:activity:7007810708004319232/?actorCompanyId=1176657
Valeria Cervetti;;If you're in Rome, do not miss #LocLunch_Rome!;#localization;English;2022-12-11T22:44:13.672948;2;2022-12-11T12:52:35.744047;https://www.linkedin.com/feed/update/urn:li:activity:7007688285955219456/?actorCompanyId=1176657
pragmatiV GmbH;;Gastarbeiter – ein Begriff, der immer wieder polarisiert und emotionalisiert wird. Aufgrund eines erhöhten Arbeitskräftebedarfs schloss die Regierung der BRD zwischen 1955 und 1973 Anwerbeabkommen unter anderem mit Spanien, Griechenland, der Türkei, Marokko, Portugal, Tunesien und Jugoslawien. Zahlr;Sprachen;German;2022-12-11T22:39:49.504055;3;2022-12-10T08:29:53.163678;https://www.linkedin.com/feed/update/urn:li:activity:7007256337738801152/?actorCompanyId=1176657
Irina Rosensaft;;Im politischen Podiumsgespräch auf der #WohlfahrtDigital Konferenz habe ich zusammen mit Zarah Bruhn, der Beauftragten für Soziale Innovationen im Bundesministerium für Bildung und Forschung, Caroline Paulick-Thiel, Johannes Grünecker und Ulrich Lilie über Vernetzung und Soziale Innovationen diskuti;Sprachen;German;2022-12-11T22:25:44.841424;7;2022-12-11T20:15:04.352355;https://www.linkedin.com/feed/update/urn:li:activity:7007795971875037185/?actorCompanyId=1176657
Roger Basler de Roca | Digital Architekt für Digitale Geschäftsmodelle;;Noch können Ai Algorithmen keine Expert:Innen ersetzen, die Frage ist aber wohl, wie lange es noch dauert? Schon experimentiert mit #chatGPT? Es kann auch Deutsch und zahlreiche andere Sprachen. #fragRoger;Sprachen;German;2022-12-11T22:25:34.416631;2;2022-12-11T20:15:01.449161;https://www.linkedin.com/feed/update/urn:li:activity:7007796184538882049/?actorCompanyId=1176657
MuhaMed Nemr;;Idiom: Bolt From the Blue Meaning: Something completely unexpected #Idioms #Localization;#localization;English;2022-12-11T21:49:33.477073;2;2022-12-11T11:06:19.825737;https://www.linkedin.com/feed/update/urn:li:activity:7007661763416485888/?actorCompanyId=1176657
SCHEFFEL Consulting;;Im Sommer diesen Jahres hat Microsoft eine neue Erweiterung für Visual Studio Code veröffentlicht, die es uns ermöglicht, XLIFF-Dateien direkt in der Entwicklungsumgebung in verschiedene Sprachen zu übersetzen.🚀 Als Translation Tool wird dabei der Microsoft Dynamics 365 Translation Service (DTS) g;Sprachen;German;2022-12-11T21:13:58.339880;2;2022-12-11T13:35:06.517996;https://www.linkedin.com/feed/update/urn:li:activity:7007699231020830720/?actorCompanyId=1176657
MuhaMed Nemr;;#Phrasal_verbs Verb Border on Meaning Be very nearly something Example What he did was BORDERING ON betrayal. #Localization #Phrasal_verbs;#localization;English;2022-12-11T20:44:50.363399;2;2022-12-11T14:07:28.463415;https://www.linkedin.com/feed/update/urn:li:activity:7007698253773189120/?actorCompanyId=1176657
Be Moore Interpreting, LLC;;Language justice fuels the economy. When folks feel a part of their community they actually engage, spend and thrive more. #interpreter #interpreting #translating #translation #interpretation #rhodeisland #providence #massachusetts #boston #smallbusiness #smallbusiness #microbusiness #smallbiz #sma;#translation;English;2022-12-11T20:36:57.092325;2;2022-12-11T14:00:52.929844;https://www.linkedin.com/feed/update/urn:li:activity:7007705580807036928/?actorCompanyId=1176657
Kalpana Mohan;;The Duel, published first in 1780, is all about the adventures, in Northern Europe, of a Venetian who is on the run from the authorities of his native Venice. Wherever he goes, he uses his swagger to impress the ruling elite until he reaches Warsaw where his life suddenly takes a turn. https://bit.l;#translation;English;2022-12-11T19:53:58.466463;2;2022-12-11T18:28:21.299296;https://www.linkedin.com/feed/update/urn:li:activity:7007772823226134528/?actorCompanyId=1176657
iremnur bayar;;Los Geht's!🎄 A new start. 2023. Idk if I'm ready, but I'll try.🍾 Habe ich erwähnt? Ich lerne Deutsch. Es geht sehr gut. Manchmal mische ich drei Sprachen. Ich habe zeit nicht für 3D. Ich bin glücklich. Bb🐻 Look at Behance: https://lnkd.in/deN9j5RA LOS GEHT'S🥂 She's a big party girl! After feed;Sprachen;German;2022-12-11T19:23:58.069359;10;2022-12-11T17:49:06.971489;https://www.linkedin.com/feed/update/urn:li:activity:7007763076909273089/?actorCompanyId=1176657
Dr. med. Manuel Grahmann;;Das ist ein sehr ehrlicher und informativer Artikel. Auch in Zukunft muss man die Medikamentenabgabe neu denken und organisieren dürfen.;Sprachen;German;2022-12-11T19:02:11.059774;2;2022-12-11T13:18:08.883061;https://www.linkedin.com/feed/update/urn:li:activity:7007685693975986176/?actorCompanyId=1176657
Pietro Faccio;;Malmo this year? Great decision!;#localization;English;2022-12-11T18:23:19.864801;2;2022-12-11T16:45:23.697478;https://www.linkedin.com/feed/update/urn:li:activity:7007746992470659072/?actorCompanyId=1176657
Langwords;;Translating a saying of the source language ➡️into an equivalent of target language that sounds just perfect in every aspect, is always fun. That sense of accomplishment - you didn't just do it. You did it creatively, wonderfully and successfully. Makes you appreciate your native language even more.;#localization;English;2022-12-11T18:23:09.223892;5;2022-12-11T16:57:21.127632;https://www.linkedin.com/feed/update/urn:li:activity:7007750088068395008/?actorCompanyId=1176657
Klaudia Lacka;;What is microlearning and how did it revolutionize the learning process? There is a new post on my blog. Read, like, comment, repost! #microlearning #onlineeducation #languages #esol #reading #blog #post #comment #like;#languages;English;2022-12-11T18:22:29.338444;2;2022-12-11T12:53:03.128275;https://www.linkedin.com/feed/update/urn:li:activity:7007688540973064192/?actorCompanyId=1176657
Stefan Huyghe;;Redid the lighting in my office “black hole Sun” style… ➡️ translation: Soundgarden and peace of eyes together. Very Zen, don’t you think? What do you think, am I taking the indirect lighting thing too far? Am I the only one in Localization that swears by it? 🐶 Jaggy and Snowy went ahead and sha;#localization;English;2022-12-11T16:10:50.129595;19;2022-12-11T14:20:59.883664;https://www.linkedin.com/feed/update/urn:li:activity:7007710585689714688/?actorCompanyId=1176657
Peter Hofmann;;Drei ""kinderleichte"" Steps für Overthinker. Ich bin Vater von drei wunderbaren Kindern. Alle drei reagieren sensibel auf ihre Umgebung, Mitmenschen und Situationen, die sie umgeben. (Woher Sie das wohl haben? -) ) Vor etwa zwei Jahren kam mein damals elfjähriger Sohn völlig aufgelöst an einem Spä;Sprachen;German;2022-12-11T15:30:03.017623;10;2022-12-11T13:18:10.803782;https://www.linkedin.com/feed/update/urn:li:activity:7007684461425270784/?actorCompanyId=1176657
Muhammad Hegazy;;We provide: - Geology services- Registration as a geologist on behalf of mining corporates, field sampling and analysis....etc. - Geoarchaeological studies of cultural heritage buildings-Geotechnical field studies, observation and analysis, and recommend best preservation and conservation materials;#translationservices;English;2022-12-11T15:03:57.025760;2;2022-12-11T09:43:33.928300;https://www.linkedin.com/feed/update/urn:li:activity:7007640817481707520/?actorCompanyId=1176657
Androniki Nikolakopoulou;;VDL provided full AV and Constructions support for last month UNESCO 50th Anniversary Celebration, hosted at the very historical place of Delphi. #vdlav #audiovisual #ledwall #eventprofs #rental #avrental #venue #performance #eventsindustry #remote #socialdistance #livestream #streaming #studio #gr;#translation;English;2022-12-11T14:11:30.968688;2;2022-12-11T09:02:23.294030;https://www.linkedin.com/feed/update/urn:li:activity:7007622279413022720/?actorCompanyId=1176657
Brendan Craine;;In this article, I uncover the dubious origins of some mistranslation memes that have been making the rounds since late November. #translation #japaneselanguage;#translation;English;2022-12-11T14:11:12.366652;5;2022-12-11T12:32:46.383494;https://www.linkedin.com/feed/update/urn:li:activity:7007683370608447488/?actorCompanyId=1176657
Dr. Alexander Linder;;Interessant, was Ines Imdahl hier in Ihren Tiefeninterviews herausgefunden hat. Ein paar ergänzende Dinge, mehr von der Semiotik / der archaischen Seite des Schenkens: • Marcel Mauss stellt in seinem bahnbrechendes Werk «Essai sur le don» (1925) schon fest: «In archaischen wie auch in zeitgen;Sprachen;German;2022-12-11T13:44:15.566173;2;2022-12-11T11:30:03.992710;https://www.linkedin.com/feed/update/urn:li:activity:7007658721816236032/?actorCompanyId=1176657
Petr Čermoch;;2,000 is a number. 69 is also a number. When you put them together, you get 2,069. ▷ That's how many followers I have as of writing this. Mind = BLOWN (whispers: thank you!) Right. Time to introduce myself. Iiiiiiiiiiiiiiiii... ▷ translate audiovisual content from English to Czech. ▷ live in;#translator;English;2022-12-11T12:57:58.731465;18;2022-12-11T11:00:52.575257;https://www.linkedin.com/feed/update/urn:li:activity:7007660255945850880/?actorCompanyId=1176657
Edu Plat;;👏 Thanks to the collaboration of teachers who share #EducationalResources and especially that of Maria Martinez which has been extraordinary and for this reason she has been selected for the #Languages #Congress to present Bilingual #Maths and #Quizzes at https://lnkd.in/dkJTPJRK;#languages;English;2022-12-11T12:52:09.517326;3;2022-12-11T11:18:00.945133;https://www.linkedin.com/feed/update/urn:li:activity:7007664586657017856/?actorCompanyId=1176657
Christophe (Dago) Jacquemin;;Through all the mktg missions I’ve conducted, I have always been surprised to see so many translation errors everywhere: packaging, ingredients lists, product descriptions, website pages, folders, documentations! To my observation, this is often due to the over-representation of a linguistic group w;#translation;English;2022-12-11T12:22:34.898565;4;2022-12-11T10:14:56.768861;https://www.linkedin.com/feed/update/urn:li:activity:7007643081827065856/?actorCompanyId=1176657
Denis Haňo;;It’s easy to confuse translation and interpreting – so what are the key differences and which do you need? #translation #interpreting;#translation;English;2022-12-11T12:21:57.037527;31;2022-12-09T11:12:43.143876;https://www.linkedin.com/feed/update/urn:li:activity:7006607964086099968/?actorCompanyId=1176657
Silke Schäfer;;Diese 34 Minuten sind die Essenz aus unserem 2,5 stündigen Gespräch auf FAIR TALK vom 17.11.2022. ➤ Jens Lehrich und ich gehen den Fragen nach, warum Menschen Angst haben, sich öffentlich zu zeigen, und wie die Mächtigen die Astrologie nutzen. https://lnkd.in/ec2PZbQu Alle weiteren Informationen bef;Sprachen;German;2022-12-11T11:59:20.618862;11;2022-12-11T10:29:29.850170;https://www.linkedin.com/feed/update/urn:li:activity:7007652376740249600/?actorCompanyId=1176657
Amina Saif;;I love to interpret in a booth for big conferences. Although it is challenging sometimes but this makes me explore my potentials even further. Passion, dedication and honesty is what makes you a real professional. #aminasaif #translationservices #translationcompany;#translationservices;English;2022-12-11T11:38:49.154702;4;2022-12-11T09:54:31.474459;https://www.linkedin.com/feed/update/urn:li:activity:7007643706157608960/?actorCompanyId=1176657
Asmaa L-tamimi;;What Is The Least Spoken Language In The World? https://lnkd.in/drUwxpYC #TranslationPartner #translations #translating #translators #translator #translationservices #translationagencies #translationagency #localizations #localizationagencies;#translationservices;English;2022-12-11T09:33:07.203741;7;2022-12-08T08:28:05.517818;https://www.linkedin.com/feed/update/urn:li:activity:7006256143018700800/?actorCompanyId=1176657
Devnagri;;Today, let's celebrate ‘Bharatiya Bhasha Diwas’ on the birth anniversary of poet Subramania Bharati, a pioneer of modern Tamil poetry who penned songs to kindle patriotism during the Independence movement. #indianlanguageday #bharatiyabhashadiwas #languages #devnagri;#languages;English;2022-12-11T09:10:04.566976;3;2022-12-11T03:56:10.942919;https://www.linkedin.com/feed/update/urn:li:activity:7007541654727331840/?actorCompanyId=1176657
Kavya Shah;;I recently came across this photo on my feed. (Credits due to the creator) And I can't help but notice that it would not be very difficult to place a number of more pictures from across the globe, including India, in this Grid. Without the country names mentioned, the structures do not hold any iden;#localization;English;2022-12-11T09:02:09.579793;9;2022-12-11T06:47:33.474614;https://www.linkedin.com/feed/update/urn:li:activity:7007588428112367616/?actorCompanyId=1176657
MCIS Language Solutions;;""False friends"" in #translation: These words may look alike or sound alike, but have completely different meanings! 🤔 Today's word: ""Roof"" #LearningWithMCIS #Language #LanguageLover #LanguageLearning #Dutch;#languagelover;English;2022-12-11T07:08:40.234975;2;2022-12-10T16:52:03.259698;https://www.linkedin.com/feed/update/urn:li:activity:7007375154729160705/?actorCompanyId=1176657
Dr. Marielle Dold;;✨ Kann man ganz Afrika kennenlernen, wenn man kein Französisch kann? 🌍 🇳🇦 Da ich aus einem englischsprachigen Land komme und wir in unserem Land so viele Sprachen sprechen, dass wir keine weitere ""europäische"" Sprache lernen, habe ich nie Französisch gelernt. 🇫🇷 Die Commonwealth Länder sind;Sprachen;German;2022-12-10T22:46:41.048110;2;2022-12-10T14:28:43.948485;https://www.linkedin.com/feed/update/urn:li:activity:7007339441815977984/?actorCompanyId=1176657
TOM IREDALE;;📢TBFCS Boost Camp Wollt ihr gut organisiert ins neue Jahr starten? Dann haben wir genau das Richtige für euch. Vom 09.01.2023 bis zum 13.01.2023 läuft das TBFCS Boost Camp – der Neujahrsstart für prokrastinierende Sprachdienstleister:innen. Jeden Tag treffen wir uns online von 9:00 Uhr bis 10:30;#translation;German;2022-12-10T22:28:27.623365;5;2022-12-09T21:13:19.718259;https://www.linkedin.com/feed/update/urn:li:activity:7007020146804277248/?actorCompanyId=1176657
Fatima Hawa;;Celebrating my first book! 🎉🎊 #translation #novel #celebration #believeinyourself;#translation;English;2022-12-10T22:18:56.047011;2;2022-12-10T20:58:57.638958;https://www.linkedin.com/feed/update/urn:li:activity:7007448361968521216/?actorCompanyId=1176657
Emma Miller;;Espresso Translations is looking for English to Italian translators. If you're a native Italian speaker and fluent in English, get in touch to join our translation network https://lnkd.in/dpx8Mpn #translation #translationagency #workwithus #translationwork;#translation;English;2022-12-10T22:18:46.436678;21;2022-12-07T21:10:50.310774;https://www.linkedin.com/feed/update/urn:li:activity:7006181539675815936/?actorCompanyId=1176657
Alex Zbranca;;How do we make sure? We listen and follow rules! www.tangomultilingual.com -> Solutions #translation #translationservices;#translation;English;2022-12-10T22:18:35.352851;2;2022-12-09T21:10:46.428217;https://www.linkedin.com/feed/update/urn:li:activity:7006753026073931776/?actorCompanyId=1176657
Bahar Kara;;In allen Sprachen * SEO * Webdesign * Social Media Management * Verwaltung digitaler Werbung * E-Commerce und Software * Grafikdesign * Wer mehr Informationen über Video- und Animationsdienste erhalten möchte, kann sich an mich wenden #seo #aramamotoruoptimizasyonu #websitetasarımı #sosyalmedyayöne;Sprachen;German;2022-12-10T21:47:49.729165;3;2022-12-10T17:09:09.364941;https://www.linkedin.com/feed/update/urn:li:activity:7007380063214026752/?actorCompanyId=1176657
Nikolaas B.;;Why local experts are crucial for a brand's success in foreign markets? For several reasons, having local experts for a brand in each country can help the brand maintain a good reputation. These experts deeply understand the local culture, customs, and preferences of the people in the country. They;#localization;English;2022-12-10T21:39:07.305163;2;2022-12-10T18:13:38.402690;https://www.linkedin.com/feed/update/urn:li:activity:7007394659954020353/?actorCompanyId=1176657
Noah William Alter;;Check out this upcoming event I’ll be attending! ⬇️🥰⬇️ #Translation #Localization;#localization;English;2022-12-10T21:28:23.518750;2;2022-12-10T16:06:41.290346;https://www.linkedin.com/feed/update/urn:li:activity:7007374862415515648/?actorCompanyId=1176657
Luis Díaz de la Guardia Bolívar;;🚀 Translation Services Are At The Heart Of Global Business Formal translation services solidified and expanded when industrialization began in the mid-1700s. As countries across the world communicated more and more, the need for language services grew. Today, the language service industry helps;#translationservices;English;2022-12-10T21:21:06.021473;2;2022-12-09T20:05:13.684930;https://www.linkedin.com/feed/update/urn:li:activity:7007023745961758720/?actorCompanyId=1176657
Russland : Aufwärts;;REKORDVERDÄCHTIGE 280.000 TONNEN TRAUBEN IN DER REGION KRASNODAR GESAMMELT Kubanische Landwirte haben 280.000 Tonnen Trauben geerntet. Dies ist eine Rekordernte in der Geschichte der Region Kuban. Bis jetzt galt das produktivste Jahr 1986. Damals gelang es den Landwirten, 263.000 Tonnen Trauben zu;Lokalisierung;German;2022-12-10T20:58:22.870112;9;2022-12-10T13:51:46.759335;https://www.linkedin.com/feed/update/urn:li:activity:7007333167321743360/?actorCompanyId=1176657
Public Oath;;Here's to progress! 🥂 #notary #notarypublic #mobilenotary #notaryservices #notarysigningagent #realesate #loansigningagent #mortgagebrokers #notarypublic #loans #realestate #escrow #lender #mortgages #refinance #apostille #legalservices #legalization #translator #titlecompanies #titleinsurance #so;#translator;English;2022-12-10T20:51:45.528527;3;2022-12-10T18:37:57.993662;https://www.linkedin.com/feed/update/urn:li:activity:7007405938043142144/?actorCompanyId=1176657
Eric Evans;;Much-deserved recognition for brilliant artist, translator, cultural worker (and Perkins Coie pro bono client), Niloufar Talebi. #artist #translator #shamlou #perkinscoie;#translator;English;2022-12-10T20:51:36.209830;2;2022-12-10T18:37:53.212391;https://www.linkedin.com/feed/update/urn:li:activity:7007412979327541248/?actorCompanyId=1176657
Scott Henderson;;In the Future Tech edition of The Reteller, Dom Bourne, Take 1 founder, writes about the potential impact of synthesized speech being widely adopted in the media and entertainment industry. Check out the full article here (page 40): https://lnkd.in/gYpSXKH8 #egahollywood #globalstorytelling #local;#localization;English;2022-12-10T20:26:38.825692;10;2022-12-08T19:13:44.579164;https://www.linkedin.com/feed/update/urn:li:activity:7006646429163163649/?actorCompanyId=1176657
Özge Bardakçıoğlu;;It was a great journey working on this legendary movie. We are proud to provide Turkish dubbing! Streaming now on Netflix #netflix #streaming #Pinocchio #localization #dubbing #globalization #sarandigitalstudios;#localization;English;2022-12-10T20:26:13.615821;27;2022-12-10T02:12:11.921440;https://www.linkedin.com/feed/update/urn:li:activity:7007151080526516225/?actorCompanyId=1176657
Jannis Neumann;;Andreas Ullrich und ich kennen uns schon seit einigen Jahren - allerdings rein über unsere Social Media Auftritte und den ein oder anderen Chat, den wir uns wertschätzend hin- und hergeschrieben haben. Das sollte sich heute ändern. In unserem einstündigen Austausch sprachen wir über seine Anfänge;Sprachen;German;2022-12-10T19:25:14.269402;5;2022-12-10T17:17:06.903706;https://www.linkedin.com/feed/update/urn:li:activity:7007392574680260608/?actorCompanyId=1176657
Romy Weyhrauch ❤;;Das Leben ist eine Reise 🌲⭐ Ich liebe das Reisen, die Erinnerungen und die besonderen Menschen, die einem unterwegs begegnen. Die Sprachen, das Essen und die Bräuche runden das Abenteuer Reise ab. Warum also wollen wir immer ankommen? 🌲🎁😂 Bist du auf der Reise oder bist du schon angekomm;Sprachen;German;2022-12-10T19:25:02.516684;10;2022-12-10T17:27:03.765598;https://www.linkedin.com/feed/update/urn:li:activity:7007395069376798720/?actorCompanyId=1176657
Tyler William Johnson;;Super excited for day two of this workshop! #Languages #gendergerechtigkeit;#languages;English;2022-12-10T17:58:04.169748;2;2022-12-10T15:46:40.075472;https://www.linkedin.com/feed/update/urn:li:activity:7007360283677519872/?actorCompanyId=1176657
Bakhrom Vakhabov;;During our visit to Paris, I had the pleasure of meeting with Mr. Philippe Delorme, Executive Vice President of Schneider Electric. We discussed the initial localization planning and cooperation in the energy sector in Uzbekistan. Very excited about future collaboration ahead. #energy #Uzbekistan #S;#localization;English;2022-12-10T17:46:10.797309;36;2022-12-07T16:32:53.256142;https://www.linkedin.com/feed/update/urn:li:activity:7006250935861579777/?actorCompanyId=1176657
Stillman Translations;;🙌The recognition of the inherent dignity and the equal and inalienable rights of all humankind is the foundation of #freedom, justice⚖, and peace in the world.🌎 #Humanrightsday #localization #languageaccess #multilingualism #languag #humanrights;#localization;English;2022-12-10T17:46:00.269504;2;2022-12-10T16:01:45.452731;https://www.linkedin.com/feed/update/urn:li:activity:7007373601414746112/?actorCompanyId=1176657
